start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
Actual,1/12/2021,Uganda,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Elections,,News media article,"https://transparency.fb.com/data/internet-disruptions/country/UG/, https://www.nytimes.com/2021/01/13/world/africa/uganda-facebook-ban-elections.html; https://techjaja.com/govt-lifts-social-media-ban-but-there-is-a-catch/",Ongoing,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Museveni claimed that Facebook was taking sides during the election.,Yes,Unknown,,,,Yes,Yes,Yes,Yes,Yes,"YouTube, Signal",No,No,,Yes,,,Yes,No,Unknown,,,No,,"Facebook remains blocked through the end of 2022, beginning Jan. 12, 2021 preceding national elections in Uganda. Other platforms were restored in 2021.",https://www.accessnow.org/the-world-is-watching-uganda-elections/,Africa
Actual,1/25/2021,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Nationwide,Unknown,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=IR&test_name=signal&since=2022-01-31&until=2023-01-31&axis_x=measurement_start_day; https://www.aljazeera.com/news/2021/1/26/iran-blocks-signal-messaging-app-after-whatsapp-exodus,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,Signal,No,No,,No,,,No,No,No,,,No,,"Signal has been blocked in Iran since Jan. 25, 2021.",,MENA
Actual,3/10/2021,Russian Federation,"It affected locations in more than one state, province, or region",Nationwide,Throttle,"Broadband, Mobile","Full network, Service-based",Executive government,Roskomnadzor,Other,Pressure Twitter to comply with Government take down orders.,News media article,https://rkn.gov.ru/news/rsoc/news73464.htm; https://www.accessnow.org/russia-throttled-twitter/; https://censoredplanet.org/throttling,Ongoing,,,Illegal content,"Roskomnadzor announced that it would slow down Twitter on “100 percent of mobile services and 50 percent desktop services"" claiming that the social media company did not delete over 3,000 materials the authorities deemed unlawful.",Yes,Yes,,https://rkn.gov.ru/news/rsoc/news73464.htm,,No,Yes,No,No,No,,No,No,,Unknown,,,No,No,No,,,Yes,,"Roskomnadzor announced that it would slow down Twitter on “100 percent of mobile services and 50 percent desktop services"" claiming that the social media company did not delete over 3,000 materials the authorities deemed unlawful. On May 17, Russia announced that it would not block Twitter entirely because the company complied with deleting more than 91% of flagged content.",https://www.accessnow.org/russia-throttled-twitter/,EECA
Actual,3/14/2021,Oman,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Oman’s Telecommunications Regulatory Authority (TRA),Information control,"Quoting Al Jazeera, ""The chatrooms of Clubhouse, a sort of town square for unfettered discussions of politics and social issues, have provided a window through the censorship. Recent free-flowing exchanges in the region have featured activists from Egypt’s 2011 uprising, feminists in Kuwait, government officials in Libya and even a transgender woman in Saudi Arabia.""",Confidential,https://www.aljazeera.com/economy/2021/3/15/oman-blocks-clubhouse-app-fueling-regional-censorship-fears,Ongoing,,,Other,"Authorities blocked the social media audio chat platform Clubhouse ""on the grounds of not being licensed to operate""",Yes,Unknown,,,,No,No,No,No,No,Clubhouse,No,No,,,,,No,No,No,,,No,,Clubhouse is still blocked across Oman.,https://www.accessnow.org/clubhouse/,MENA
Actual,3/15/2021,Jordan,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Jordanian officials,Protests,,CSO KIO partners,https://jordanopensource.org/blog/78/blocking-clubhouse-in-jordan-a-quick-analysis-of-internet-censorship-methods-in-use; https://jordanopensource.org/blog/74/josa-in-light-of-the-latest-internet-shutdowns-the-right-to-internet-access-without-restrictions-must-be-ensured,Ongoing,,,Unknown,,No,,,,,Yes,No,No,No,No,"Clubhouse, Facebook Live",No,No,"Jordan: Zain, Orange, VTel and DAMAMAX",Unknown,,,No,Yes,Yes,,,No,,"On Mar. 15, 2021, following an anti-lockdown protest, Jordanian officials blocked Clubhouse, an audio-only social media app, on a number of major internet service providers (ISPs). It remained blocked as of early 2023, in addition to multiple VPN servers.",https://www.accessnow.org/jordanprotests/,MENA
Actual,3/16/2021,China,"It affected locations in more than one state, province, or region",Nationwide except for HK SAR,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Information control,,News media article,https://techcrunch.com/2021/03/15/signal-is-down-in-china/,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,Signal,No,No,"China Telecom, China Unicom, China Mobile",,,,No,No,No,,,No,,Signal app was shutdown in China after a surge in downloads in February and March 2021. It remains blocked as of February 2023.,,APAC
Actual,6/4/2021,Nigeria,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Minister for Information and Culture,Other,Twitter “indefinitely” blocked for “persistent use of the platform for activities that are capable of undermining Nigeria’s corporate existence.” Later it was said the block was “temporary” and that it was to “limit consequences of fake news”. The blocking takes place just after Twitter’s decision to remove President Muhammadu Buhari’s tweet threatening genocide on Nigerian citizens in the south.,CSO KIO partners,https://nypost.com/2021/06/04/nigeria-announces-twitter-ban-in-statement-on-twitter/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons,Ended,1/13/2022,224,National security/ Counter-terrorism,"The statement, posted on the ministry’s official Twitter account, cited “the persistent use of the platform for activities that are capable of undermining Nigeria’s corporate existence.”",Yes,Unknown,,https://twitter.com/FMICNigeria/status/1400843062641717249,,No,Yes,No,No,No,,No,No,"Nigeria: 9mobile (Teleology), Nigeria: Airtel (Bharti Airtel), Nigeria: Bitflux, Nigeria: Glo Mobile (Globacom), Nigeria: InterC Network, Nigeria: MTN, Nigeria: ntel (NatCom), Nigeria: Smile, Nigeria: Swift Networks",Unknown,,,No,No,No,,,No,https://twitter.com/thecableng/status/1401291456137109514,,https://www.accessnow.org/nigeria-blocks-twitter-keepiton,Africa
Actual,8/20/2021,Myanmar,"It affected locations in more than one state, province, or region","Kachin's Hpakant, Sagaing",Shutdown,"Broadband, Mobile",Full network,Military,,Conflict,,CSO KIO partners,https://www.irrawaddy.com/news/burma/myanmar-junta-cuts-internet-access-in-hpakant.html; https://progressivevoicemyanmar.org/wp-content/uploads/2022/06/Internet-Shutdown-Athan-May-2022-Eng.pdf,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,,Yes,Yes,,,,"Telecom operators said that they did not know why internet services were blocked or when they would resume, according to locals.",No,Unknown,Unknown,,,Unknown,,"Myanmar’s military regime has cut off internet access in Hpakant, Kachin State since Friday, August 20, 2021. Mobile internet services were blocked around 8.30pm on Friday, followed by a shutdown of wifi internet hours later, said residents. The block is still in place as of Feb. 2022.",,APAC
Actual,9/14/2021,Myanmar,"It affected locations in more than one state, province, or region","Sagaing’s Pale, Yinmarbin, Kani, Budalin, Ayadaw,  Taze, and Ye-U townships, Mandalay’s Mogyoke and Myingyan townships, and Magway's Taungdwingyi townships",Shutdown,"Broadband, Mobile",Full network,Military,,Conflict,Mobile internet and some types of Wi-Fi have been down in several townships.,CSO KIO partners,https://www.myanmar-now.org/en/news/internet-blackout-hits-parts-of-sagaing-and-mandalay-regions; https://www.rfa.org/english/news/myanmar/internet-09162021205144.html; https://progressivevoicemyanmar.org/wp-content/uploads/2022/06/Internet-Shutdown-Athan-May-2022-Eng.pdf,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,"Myanmar: Telenor, Ooredoo, MPT",Unknown,,,No,Yes,Yes,,,Unknown,,"As of Feb. 2022, the shutdowns in Mogok and Myingyan townships in Mandalay region are ongoing.",,APAC
Actual,9/23/2021,Myanmar,"It affected locations in more than one state, province, or region","Chin state’s Matupi, Tonzang, Paletwa, Falam, Kanpetlet, Thantlang, Tedim, Mindat townships, Magway's Myaing, Gangaw, and Tilin townships",Shutdown,"Broadband, Mobile",Full network,Military,Military Junta,Conflict,Deliberate infrastructure attacks or targeted disruptions in an active conflict zone,News media article,https://www.myanmar-now.org/en/news/military-cuts-off-internet-connection-in-11-more-townships-in-northwestern-myanmar; https://www.rfa.org/english/news/myanmar/internet-09242021190423.html; https://www.rfa.org/english/news/myanmar/surge-10042021193211.html; https://www.reuters.com/world/asia-pacific/myanmar-air-strikes-reported-battle-internet-cut-more-areas-2021-09-27/; https://progressivevoicemyanmar.org/wp-content/uploads/2022/06/Internet-Shutdown-Athan-May-2022-Eng.pdf,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Yes,,,,,No,Yes,Yes,,,No,,The internet was shutdown with few exceptions throughout all of 2022 in townships across the Chin state and Magway region since Sept. 2021.,,APAC
Actual,9/26/2021,Myanmar,"It affected locations in more than one state, province, or region","Sagaing's Pinlebu, Wuntho, Kawlin, Salingyi, Mingin, Kalay townships, Chin's Haka township",Shutdown,Mobile,Full network,Military,Military Junta,Conflict,Deliberate infrastructure attacks or targeted disruptions in an active conflict zone,Other,https://freedomhouse.org/country/myanmar/freedom-net/2021; https://progressivevoicemyanmar.org/wp-content/uploads/2022/06/Internet-Shutdown-Athan-May-2022-Eng.pdf,Ongoing,,,Unknown,,Unknown,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Yes,"Activists, protesters, and Myanmar's People Defense Forces",,No,,"In the Sagaing region, 8 townships have experienced a near-constant blackout since Sep. 26, 2021, with 30 additional townships being shutdown (with only 2G service) since Mar. 4, 2022.",,APAC
Estimated,10/20/2021,Turkmenistan,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Information control,"Originally to control information about COVID-19, but continued as part of an ongoing censorship effort",Confidential,,Ongoing,,,Unknown,,Yes,Unknown,,,,Yes,Yes,Yes,Yes,Yes,"YouTube, VPN services",No,No,,Unknown,,,No,No,Unknown,,,No,,"Social media blocks are ongoing from late 2021 into early 2023. Also, in April 2022, the authorities blocked most VPN services and subnets of the world's largest hosting providers in the country. The average connection speed dropped to 22.4 KB/s.",https://www.accessnow.org/turkmenistan-internet-shutdowns/,EECA
Actual,11/3/2021,Uzbekistan,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,"Uzkomnazorat, the national communication regulator in Uzbekistan",Information control,,News media article,https://www.rferl.org/a/uzbekistan-social-media-restrictions/31544451.html; https://explorer.ooni.org/chart/mat?probe_cc=UZ&test_name=web_connectivity&domain=twitter.com&since=2022-02-08&until=2023-02-08&axis_x=measurement_start_day; https://thediplomat.com/2022/08/uzbekistan-unblocks-twitter-tiktok-still-restricted/,Ended,8/1/2022,272,Other,Non-compliance with data protection laws,Yes,Yes,"In Uzbekistan, Article 27-1, a new addition to the Law on Personal Data, came into force on 16 April. According to this article, the personal data of Uzbek citizens are required to be stored on servers located in the territory of the Republic of Uzbekistan.",,,Yes,Yes,Unknown,Yes,Yes,"WeChat, VKontakte, LinkedIn, Moi Mir, Odnoklassniki, and YouTube",No,No,,Unknown,,,No,No,No,,,No,,"Twitter, WeChat, and VKontakte were blocked in Uzbekistan from Nov. 3, 2021 until Aug. 1, 2022. A data localization law signed in January 2021 is still in effect and empowers the government to block social media platforms again in the future.",https://www.accessnow.org/turkmenistan-internet-shutdowns/,EECA
Actual,11/25/2021,Tajikistan,"It affected more than one city in the same state, province, or region",Gorno-Badakhshan Autonomous Oblast (GBAO),Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,"Protests over the killing of a young Pamiri minority representative, Gulbiddin Ziyobekov",News media article,"https://www.ohchr.org/en/press-releases/2022/04/tajikistan-un-experts-sound-alarm-about-tensions-gbao-urge-protection-pamiri, https://www.hrw.org/news/2022/02/07/tajikistan-restore-internet-autonomous-region",Ended,3/21/2022,117,National security/ Counter-terrorism,To prevent groups outside of the country from escalating tensions,Yes,No,,https://www.asiaplustj.info/ru/news/tajikistan/politics/20211227/vlasti-gbao-soobtshili-pochemu-v-oblasti-ne-vosstanavlivayut-internet,,No,No,No,No,No,,Unknown,Unknown,,No,,,No,Yes,Yes,Ethnic minorities,Pamiri minority,No,,"A region-wide blanket shutdown in GBAO started in Khorog in response to escalating protests and was soon applied to the whole region starting Nov. 26, 2021. Connectivity to 2G was restored on Mar. 21, 2022.",,EECA
Estimated,12/3/2021,China,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=CN&since=2021-01-01&until=2021-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=CN&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://www.them.us/story/grindr-removed-china-app-stores-privacy,Ongoing,,,Unknown,,No,No,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in China since approximately Dec. 3, 2021, and the block is ongoing into 2024. The app was reportedly removed from Apple and Android app stores in early 2022. The blocking is currently implemented by means of DNS injection.",,APAC
Actual,12/31/2021,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/01(TSTS)of2022.pdf,Ended,1/2/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/01(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Dec. 31 and Jan. 2.,,APAC
Actual,1/2/2022,Sudan,"It affected locations in more than one state, province, or region",Nationwide,Throttle,"Broadband, Mobile",Full network,Unknown,,Political instability,Prime Minister resigned and the military regained control of the government. Anti-coup protest happened immediately.,CSO KIO partners,https://twitter.com/DougMadory/status/1478441370721337349,Ended,1/2/2022,1,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,"Sudan: MTN, Sudan: Sudani (Sudatel), Sudan: Zain",No,,,No,Yes,Yes,,,No,,There was a 12-hour disruption in Sudan as the Prime Minister resigned and the military regained control of the country,,MENA
Actual,1/3/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/02(TSTS)of2022.pdf,Ended,1/5/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/02(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 3 and Jan. 5.,,APAC
Actual,1/4/2022,Kazakhstan,"It affected locations in more than one state, province, or region",Nationwide,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,Kazakhstan government led by President Kasym-Jomart Tokaev,Protests,"The government lifted caps on liquefied petroleum gas prices, prompting huge price spikes and a massive set of protests across the country. To hide the violence against protestors and to silence their voices, the government imposed an escalating series of shutdowns.",CSO KIO partners,"https://www.accessnow.org/kazakhstan-internet-shutdowns-protests-almaty-timeline-whats-happening/, https://twitter.com/openobservatory/status/1479064095768911872, https://blog.cloudflare.com/internet-shut-down-in-kazakhstan-amid-unrest/",Ended,1/11/2022,8,National security/ Counter-terrorism,"The General Prosecutor can order shutdowns without a court order based on the Kazakh Law of Communication due to ""unauthorized public gatherings""",No,,,,,No,No,Yes,No,Yes,"Signal, possibly",No,No,"Kazakhstan: Beeline (VEON), Kazakhstan: Kcell (Fintur), Kazakhstan: Tele2 / ALTEL, Kazakhtelecom JSC",Yes,https://t.me/zatelecom/20071,"Kcell claimed authorities ordered the disruptions based on the Law on Communication, “in the interests of providing anti-terrorist [sic] and public safety.”",No,Yes,Yes,Protesters ,,No,,"Triggered by protests, the government imposed measurable mobile shutdowns starting Jan. 4 followed by a blackout of nearly 5 days straight between Jan. 5 - Jan. 11 with intermittent restorations of connectivity only for the president to give addresses.",https://www.accessnow.org/kazakhstan-internet-shutdowns-protests-almaty-timeline-whats-happening/,EECA
Actual,1/5/2022,India,"It only affected one city, county, or village","Pulwama, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/03(TSTS)of2022.pdf,Ended,1/5/2022,1,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/03(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Pulwama from 07:05 to 15:15 on Jan. 5.,,APAC
Actual,1/6/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/04(TSTS)of2022.pdf,Ended,1/8/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/04(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 6 and Jan. 8.,,APAC
