start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
Estimated,1/1/2020,Qatar,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=QA&since=2020-01-01&until=2020-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=QA&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com,Ongoing,,,Unknown,,No,No,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Qatar since at least Jan. 1, 2020, and the block is ongoing into 2024. The blocking is currently implemented by means of TLS interference.",,MENA
Actual,2/3/2020,Myanmar,"It affected locations in more than one state, province, or region",five townships in Rakhine State,Shutdown,Mobile,Full network,Executive government,The Myanmar Ministry of Transport and Communications (MoTC) ,Conflict,"Myanmar Ministry of Transport and Communications reinstated the restrictions on February 3, 2020, the same day that the Arakan Army—a non-state ethnic army in Rakhine State—declared online that it would release evidence of mass graves of Muslims killed and buried by Myanmar armed forces in Rakhine State.",CSO KIO partners,https://www.fortifyrights.org/mya-inv-2020-03-26/; https://www.telenor.com/internet-services-restricted-in-five-townships-in-myanmar-03-february-2020/?fbclid=IwAR3vpbI7Fu-mdJhYU0UAa7p6W3gQEqW4RxouIwPShXRwWL4nz1dXi6KyCmI,Ended,2/3/2021,367,Public safety/ Quell unrest / Restore public order,"""As basis for its directive, the MoTC has referenced security requirements and public interest. """,Yes,Unknown,,,,No,No,No,No,No,,No,No,"Myanmar: all telcos, including Telenor, Myanmar Post and Telecommunication ",Yes,https://www.telenor.com/internet-services-restricted-in-five-townships-in-myanmar-03-february-2020/?fbclid=IwAR3vpbI7Fu-mdJhYU0UAa7p6W3gQEqW4RxouIwPShXRwWL4nz1dXi6KyCmI,"03.02.2020: The Myanmar Ministry of Transport and Communications (MoTC) has directed all mobile operators in Myanmar, including Telenor Myanmar, to again temporarily stop mobile Internet traffic in five townships in Rakhine and Chin States. The shutdown, which does not include voice and SMS services, went into effect 10.00 pm local time on the 3rd of February. Telenor Myanmar’s customers in the affected areas are being informed via SMS.",No,Unknown,Yes,Ethnic minorities,,Unknown,,"Myanmar has had among the most prolonged internet shutdowns since 2019 in nine townships of Rakhine and Chin States. The internet blackout prevents people from getting informed, protecting themselves and their loved ones, and stopping the spread of the virus throughout their communities. ",https://www.accessnow.org/keepiton-internet-shutdowns-during-covid-19-will-help-spread-the-virus/,APAC
Actual,6/29/2020,India,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Ministry of Electronics and Information Technology,Conflict,Clash between Indian and Chinese troops in a disputed region led to the ban of TikTok and 58 other Chinese created apps in India,CSO KIO partners,https://www.nytimes.com/2020/06/29/world/asia/tik-tok-banned-india-china.html; https://explorer.ooni.org/chart/mat?probe_cc=IN&since=2020-03-29&until=2021-03-30&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.tiktok.com; https://explorer.ooni.org/chart/mat?probe_cc=IN&since=2023-03-29&until=2024-03-30&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.tiktok.com,Ongoing,,,National security/ Counter-terrorism,,Yes,No,,https://www.bbc.com/news/technology-53225720,"They said the apps were ""prejudicial to the sovereignty and integrity of India, defence of India, security of state, and public order.""",No,No,No,No,No,"TikTok, WeChat, and 57 other Chinese-made apps",No,No,,Unknown,,,No,Yes,Unknown,,,No,,"TikTok, WeChat, and 57 other Chinese-made apps were banned in India beginning Jun. 29, 2020 with blocks remaining to this day following military clashes between Indian and Chinese troops in disputed territory.",,APAC
Actual,11/4/2020,Ethiopia,"It affected locations in more than one state, province, or region",Tigray,Shutdown,"Broadband, Mobile",Full network,Unknown,,Conflict,Civil war in Tigray region,News media article,https://www.youtube.com/watch?v=uEoa-7J6zpY; https://www.business-humanrights.org/en/latest-news/ethiopia-jakenn-publishing-urges-govt-says-current-internet-shutdown-threats-access-to-information-on-ongoing-conflict-in-tigray-region/; https://twitter.com/accessnow/status/1323964706382643200; https://cpj.org/2021/05/journalists-shutdowns-myanmar-ethiopia-kashmir/,Ongoing,,-44138,Sabotage/ Third-party Action,https://www.youtube.com/watch?v=uEoa-7J6zpY,Yes,No,,,,No,No,No,No,No,,No,No,,Yes,,,No,Yes,Yes,,,No,,"Full shutdown is ongoing in the Tigray region during a civil war. This happened at the start of the conflict and the government blamed the Tigray military forces for destruction of infrastructure. Nevertheless, after promises of restoration of services by the National Government, the internet services remain inaccessible in Tigray, amid various reports of human rights abuses.",,Africa
Actual,11/21/2020,Uganda,"It affected locations in more than one state, province, or region",Nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,Uganda Communications Commission ,Protests,,Confidential,,Ended,,-44155,Illegal content,,Yes,Unknown,,,,Yes,Unknown,Unknown,Unknown,Unknown,,No,No,"Uganda: Africell (Lintel), Uganda: Airtel (Bharti Airtel), Uganda: i-Tel, Uganda: MTN, Uganda: Smart, Uganda: Smile, Uganda: UT Mobile (Uganda Telecom)",Yes,,,No,Yes,Yes,,,No,,,,Africa
Actual,12/30/2020,India,"It affected more than one city in the same state, province, or region",Shopian and Pulwama districts,Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,Security forces operation which resulted in an encounter and death of armed militants ,CSO KIO partners,https://thekashmirwalla.com/2021/01/in-kashmir-new-year-starts-with-internet-shutdown-in-two-districts/ ,Ended,1/5/2021,7,National security/ Counter-terrorism,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. ",http://jkhome.nic.in/pdf/146(TSTS)2020.pdf; ,,No,No,No,No,No,,No,No,,,,,No,Yes,Unknown,,,No,,"A mobile internet shutdown occurred in Pulwama and Shopian district during and after a security forces operation resulting in the killing of three youth, alleged armed militants, in Srinagar.",,APAC
Actual,12/31/2020,Jordan,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Exam cheating,,CSO KIO partners,https://explorer.ooni.org/measurement/20201231T100944Z_whatsapp_JO_48832_n1_pIwGrUS0eAiymq2S,Ended,1/4/2021,5,School exams,,Unknown,,,,,No,No,Yes,No,Yes,,No,No,,Unknown,,,No,No,No,,,No,,,,MENA
Actual,1/1/2021,India,"It affected locations in more than one state, province, or region",Pulwama and Shupiyan districts in Jammu and Kashmir,Shutdown,"Broadband, Mobile",Full network,Executive government,,Information control,The first day of 2021 has started with an internet blockade and a complete shutdown in Pulwama and Shopian district against the killing of three youth in Srinagar.,CSO KIO partners,,Ended,1/1/2022,366,Precautionary measure,,Unknown,,,,,No,No,No,No,No,,No,No,,Unknown,,,No,No,Unknown,,,No,,"A complete internet shutdown occurred in the Pulwama and Shopian districts, in Jammu and Kashmir, in response to the killing of three youth in Srinagar.",,APAC
Actual,1/11/2021,Tajikistan,"It affected locations in more than one state, province, or region",,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Unknown,,News media article,https://eurasianet.org/tajikistan-authorities-somehow-find-more-room-for-internet-censorship; https://rus.ozodi.org/a/31043869.html ,Ended,1/12/2021,2,Unknown,,No,,,,,Yes,No,No,Yes,No,Gmail,No,No,,No,,,No,No,No,,,No,,"Facebook, instagram and gmail were reported to be shutdown on Jan 11 and 12 across Tajikistan.  ",,EECA
Actual,1/12/2021,Uganda,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Elections,,News media article,https://www.nytimes.com/2021/01/13/world/africa/uganda-facebook-ban-elections.html; https://techjaja.com/govt-lifts-social-media-ban-but-there-is-a-catch/,Ongoing,,-44207,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Museveni claimed that Facebook was taking sides during the election. ,Yes,Unknown,,,,Yes,Yes,Yes,Yes,Yes,"Youtube, Signal",No,No,,Yes,,,Yes,No,Unknown,,,No,,"Facebook and many other social media platforms were shutdown on Jan 12, preceding the national elections in Uganda. Some platforms were restored by Feb 10. Facebook remained blocked.",https://www.accessnow.org/the-world-is-watching-uganda-elections/,Africa
Actual,1/13/2021,Uganda,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,Uganda Communications Commission issued the order to the ISPs,Elections,,CSO KIO partners,https://ooni.org/post/2021-uganda-general-election-blocks-and-outage/#facebooks-website; https://techjaja.com/govt-lifts-social-media-ban-but-there-is-a-catch/; https://www.accessnow.org/the-world-is-watching-uganda-elections/; https://www.accessnow.org/internet-shutdown-stories-from-uganda/; https://www.reuters.com/article/uganda-internet-rights/100-hours-in-the-dark-how-an-election-internet-blackout-hit-poor-ugandans-idUSL4N2JU2YQ; https://ooni.org/post/2021-uganda-general-election-blocks-and-outage/#facebooks-website; https://www.facebook.com/MTNUG/posts/5644233898936144,Ended,1/18/2021,6,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,No,,https://ooni.org/post/2021-uganda-general-election-blocks-and-outage/#facebooks-website,,No,No,Yes,No,No,,No,No,,Yes,,,Yes,No,Unknown,,,No,,"The Uganda government ordered the shutdown of broadband and mobile services starting Jan 13, which lasted until Jan 18. This shutdown was preceded of a service-base shutdown that outlasted it (see other entry). ",https://www.accessnow.org/the-world-is-watching-uganda-elections/;,Africa
Actual,1/23/2021,India,"It affected more than one city in the same state, province, or region","Anantnag, Badgam, Bandipore, Baramula, Doda, Jammu, Kargil, Kathua, Kishtwar, Kulgam, Kupwara, Leh (ladakh), Poonch, Pulwama, Rajouri, Ramban, Reasi, Samba, Shopian, Srinagar",Throttle,Mobile,Full network,State government,"Government of Jammu and Kashmir, Home Department",Information control,"Internet services were suspended in all districts except Udhampur and Ganderbal of Jammu; Kashmir. Pre-paid users require verification before they can access internet. Shutdown to avoid ""the dissemination of inflammatory propaganda""",CSO KIO partners,https://www.businesstoday.in/latest/economy-politics/story/4g-internet-services-restored-in-jammu-and-kashmir-286694-2021-02-05; https://economictimes.indiatimes.com/news/politics-and-nation/ban-on-high-speed-internet-in-jk-extended-till-february-6/articleshow/80417394.cms?from=mdr,Ended,2/6/2021,15,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Yes,Government order,http://jkhome.nic.in/pdf/02(TSTS)%20of%202021%20dated%2022.01.2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,,,,No,No,Unknown,,,Unknown,,,,APAC
Actual,1/25/2021,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Unknown,,News media article,https://www.aljazeera.com/news/2021/1/26/iran-blocks-signal-messaging-app-after-whatsapp-exodus,Unknown,,-44220,Unknown,,No,,,,,No,No,No,No,No,Signal,No,No,,Unknown,,,No,No,No,,,No,,Signal messaging services were blocked on Jan 25 after a large increasing downloads.,,MENA
Actual,1/26/2021,India,"It affected more than one city in the same state, province, or region",Kashmir Valley districts,Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Religious holiday/anniversary,"""The mobile internet telephone services have been temporarily suspended in the valley for ensuring peaceful Republic Day celebrations.""",CSO KIO partners,https://www.business-standard.com/article/current-affairs/internet-services-on-mobile-devices-suspended-in-kashmir-on-republic-day-121012600301_1.html; https://www.thehindu.com/news/national/other-states/internet-services-on-mobile-devices-suspended-in-kashmir-on-republic-day/article38327803.ece,Ended,1/26/2021,1,Precautionary measure,"Inspector General of Kashmir Police ordered a shutdown given the anniversary of the Republic Day to prevent strikes, protests and antinational activities. ",Yes,Yes,"Yes. Inspector General of Kashmir Police ordered a shutdown given the anniversary of the Republic Day to prevent strikes, protests and antinational activities. Order - 03 (TSTS) of 2021.",http://jkhome.nic.in/pdf/03(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,No,No,,,Unknown,,"Internet mobile services were suspended in Kashmir Valley on the 26th January as a precautionary measure, given the anniversary of the Republic Day",,APAC
Actual,1/26/2021,India,"It affected locations in more than one state, province, or region","National Capital Territory of Dehli, and Western Uttar Pradesh / Ghazipur border site with Delhi",Shutdown,Mobile,Full network,Executive government,The ministry of home affairs,Protests,"Farmers protests during the Republic DAY. The ministry of home affairs ordered the temporary suspension of internet services in parts of the National Capital Region on 26th January 2021.&nbsp;The Internet has been suspended in Delhi's Singhu, Ghazipur, Tikri, Mukarba Chowk, Nangloi and other areas.",News media article,https://www.timesnownews.com/delhi/article/farmers-protest-govt-orders-shut-down-of-internet-services-in-parts-of-delhi-ncr-details-of-areas-affected/712140; https://indianexpress.com/article/india/farmers-protest-internet-shutdown-delhi-7162537/; https://telecom.economictimes.indiatimes.com/news/farmers-protest-indian-telcos-asked-to-suspend-internet-services-in-delhi-ncr-region/80465905; https://www.accessnow.org/internet-shutdown-in-delhi-on-indias-republic-day/; https://www.nationalheraldindia.com/national/govt-orders-internet-shutdown-in-areas-close-to-farmers-protest-sites-in-delhi; https://www.thequint.com/cyber/internet-shutdown-at-farmer-protest-sites-amplifying-misinformation-rumours; https://www.indiatoday.in/india/story/internet-suspended-ghazipur-border-adjoining-areas-farmers-protest-1764186-2021-01-30; https://www.tribuneindia.com/news/nation/mha-orders-temporary-suspension-of-internet-services-at-tikri-singhu-borders-203973,Ended,1/26/2021,1,Public safety/ Quell unrest / Restore public order,"""In the interest of maintaining public safety and averting public emergency, it is necessary and expedient to order the temporary suspension of the internet services in the areas of Singhu, Ghazipur, Tikri, Mukarba Chowk and Nangloi and their adjoining areas in the NCT of Delhi from 1200 hours to 23:59 hours on jan 26, 2021.""",Yes,Yes,Ministry order,https://indianexpress.com/article/india/farmers-protest-internet-shutdown-delhi-7162537/,,No,No,No,No,No,,Yes,No,,Yes,,,No,Unknown,Unknown,,,Unknown,,"Government-mandated internet shutdowns in response to the #FarmersProtest. Mobile internet and SMS has been targeted in an attempt to block protester communication. The Internet has not been fully restored in most areas that were initially cut off on January 26, and the shutdowns have reportedly been extended in some areas until February 6.",https://www.accessnow.org/internet-shutdown-in-delhi-on-indias-republic-day/,APAC
Actual,1/27/2021,Cuba,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,Protests in front of the Minister of Culture,News media article,https://latamjournalismreview.org/articles/cuba-sees-increase-of-124-in-violations-against-press-freedom-in-january-and-journalists-anticipate-trend-of-greater-repression/; https://cpj.org/2021/01/cuban-internet-access-cut-amid-free-expression-protest-journalist-harassed/; https://twitter.com/DougMadory/status/1354798601868816389,Ended,1/27/2021,1,Unknown,,No,,,,,No,No,No,No,No,,No,No,,No,,,No,Yes,No,,,No,,Internet was shutdown during 2 hours at Jan 27 during a protests in front of the Minister of Culture.,,LAC
