start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
Actual,8/5/2019,India,"It affected more than one city in the same state, province, or region",Jammu and Kashmir,Throttle,Mobile,Full network,Executive government,,Political instability,,News media article,https://indianexpress.com/article/india/jk-4g-internet-mobile-timeline-7176408/; https://www.washingtonpost.com/world/asia_pacific/indias-internet-shutdown-in-kashmir-is-now-the-longest-ever-in-a-democracy/2019/12/15/bb0693ea-1dfc-11ea-977a-15a6710ed6da_story.html; http://jkhome.nic.in/pdf/07(TSTS)%20of%202021%20dated%2005.02.2021.pdf; http://jkhome.nic.in/pdf/02(TSTS)%20of%202021%20dated%2022.01.2021.pdf; http://jkhome.nic.in/pdf/01(TSTS)of2021_0001.pdf,Ended,2/5/2021,551,National security/ Counter-terrorism,,Yes,Yes,"Yes. During 2021 the government issued Orders 01(TSTS) OF 2021, 02(TSTS) OF 2021, and 07(TSTS) of 2021, which referred to this incident. In 2021, mobile internet was still throttled until 05 of February, in most districts of Jammu and Kashmir.",http://jkhome.nic.in/pdf/07(TSTS)%20of%202021%20dated%2005.02.2021.pdf; http://jkhome.nic.in/pdf/01(TSTS)of2021_0001.pdf; http://jkhome.nic.in/pdf/02(TSTS)%20of%202021%20dated%2022.01.2021.pdf,,No,No,No,No,No,,No,No,,No,,,No,Unknown,Unknown,,,No,,"During 2021 the government issued Orders 01(TSTS) OF 2021, 02(TSTS) OF 2021, and 07(TSTS) of 2021, which referred to the ongoing mobile internet throttling. It ended by 05 of February. Before then, most districts of Jammu and Kashmir only had 2g mobile internet during 2021. In previous years and continuous to this event, there were full broadband and mobile shutdowns.",https://www.accessnow.org/after-a-partial-restoration-of-internet-access-in-jammu-kashmir-access-now-urges-full-access/,APAC
Actual,9/10/2019,Bangladesh,"It only affected one city, county, or village",Cox's Bazar refugee camp ,Shutdown,Mobile,Full network,Executive government,Bangladesh Telecommunication Regulatory Commission ,Protests,Refugees held a massive demonstration commemorating the second anniversary of the Myanmar  of themilitary’s ethnic cleansing campaign in Rakhine State. ,News media article,"https://www.hrw.org/news/2019/09/13/bangladesh-internet-blackout-rohingya-refugees, https://news.un.org/en/story/2021/07/1095142, https://news.yahoo.com/bangladesh-lift-rohingya-internet-ban-120512911.html, https://clinic.cyber.harvard.edu/files/2021/01/Lockdowns-and-Shutdowns.pdf",Ended,8/28/2020,354,National security/ Counter-terrorism,The Bangladesh Telecommunication Regulatory Commission on Monday night directed all the mobile phone operators to restrict 3G and 4G services in Ukhia and Teknaf upazilas of Cox’s Bazar until further notice,Yes,No,,https://www.thedailystar.net/rohingya-crisis/news/3g-4g-services-restricted-ukhia-teknaf-until-further-notice-1798249,,No,No,No,No,No,,No,No,Bangladesh: banglalink (Global Telecom),No,,,No,No,No,"Ethnic minorities, Refugees (Rohingya Refugees)",,No,,,,APAC
Actual,1/1/2020,India,"It affected more than one city in the same state, province, or region","Koregaon Bhima, Perne village in Pune district",Shutdown,"Broadband, Mobile",Full network,Local government,Pune superintendent of police (rural) Sandeep Patil,Religious holiday/anniversary,202nd Anniversary of Battle of Koregaon Bhima:,News media article,"""https://timesofindia.indiatimes.com/city/pune/amid-tight-security-10-lakh-people-pay-tributes-at-koregaon-bhima/articleshow/73063396.cms;"" https://indianexpress.com/article/cities/pune/202nd-anniversary-of-battle-of-koregaon-bhima-internet-services-shut-6194731/",Ended,1/1/2020,1,Precautionary measure,,Yes,No,No,https://timesofindia.indiatimes.com/city/pune/amid-tight-security-10-lakh-people-pay-tributes-at-koregaon-bhima/articleshow/73063396.cms,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,No,No,,,No,,,,APAC
Estimated,1/1/2020,Qatar,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=QA&since=2020-01-01&until=2020-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=QA&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com,Ongoing,,,Unknown,,No,No,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Qatar since at least Jan. 1, 2020, and the block is ongoing into 2024. The blocking is currently implemented by means of TLS interference.",,MENA
Actual,1/2/2020,India,"It affected more than one city in the same state, province, or region","Duttapukur, Amdanga and Deganga, in North 24 Parganas, West Bengal",Shutdown,Unknown,Full network,Local government,,Communal violence,"clashes between members of two communities in Duttapukur area, triggered by the “unnatural” death of a shopkeeper, police said",News media article,https://indianexpress.com/article/cities/kolkata/prohibitory-orders-internet-shut-after-clashes-in-bengal-district-6197172/; https://transparency.fb.com/data/internet-disruptions/?source=https%3A%2F%2Ftransparency.facebook.com%2Finternet-disruptions,Ended,1/5/2020,4,Public safety/ Quell unrest / Restore public order,"""PROHIBITORY ORDERS were imposed in three panchayat areas of North 24 Parganas district in West Bengal following clashes between members of two communities in Duttapukur area, triggered by the “unnatural” death of a shopkeeper, police said on Thursday.""",Yes,Unknown,,,,No,No,No,No,No,,No,No,,Unknown,,,No,Yes,Yes,,,No,,"Internet shutdown was imposed in three panchayat areas of North 24 Parganas district in West Bengal following clashes between members of two communities in Duttapukur area, triggered by the “unnatural” death of a shopkeeper, according to police sources.",,APAC
Estimated,1/3/2020,Azerbaijan,Not sure,,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Unknown,,Protests,,Confidential,,Ended,1/15/2020,13,Unknown,,Unknown,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,"Azerbaijan: Azercell (Azintelecom), Azerbaijan: Bakcell, Azerbaijan: Nar (Azerfon), Azerbaijan: Naxtel, Nakhchivan",Unknown,,,No,Unknown,Unknown,,,No,,,,EECA
Actual,1/3/2020,Ethiopia,"It affected more than one city in the same state, province, or region","Kellem Wellega, West Wellega, Horo Gudru Wellega zones",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,,Conflict,,News media article,https://www.hrw.org/news/2020/03/09/ethiopia-communications-shutdown-takes-heavy-toll; https://amharic.voanews.com/a/oromia-violence-1-10-2020-/5240740.html,Ended,4/1/2020,90,National security/ Counter-terrorism,,Yes,Unknown,,https://www.ethiopia-insight.com/2020/02/14/amid-blackout-western-oromia-plunges-deeper-into-chaos-and-confusion/,,Yes,Yes,Yes,Unknown,Unknown,,Yes,Yes,Ethiopia: Ethio Telecom,Unknown,,,No,Yes,Yes,,,No,,,,Africa
Actual,1/4/2020,India,"It only affected one city, county, or village",Hyderabad in the state of Andhra Pradesh,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,The internet experienced a total shut down at the Million March venue in Hyderabad during a Anti-CAA protest. Thousands of protestors flocked to Dharna Chowk en masse around 2 pm for Hyderabad’s Million March protest against the CAA-NRC-NPR on 4th January 2019,News media article,https://www.siasat.com/record-turnout-hyderabads-anti-caa-nrc-npr-million-march-1782839/ ,Ended,,-43833,Unknown,,Unknown,,,,,No,No,No,No,No,,No,No,,Unknown,,,No,No,No,,,No,,The internet experienced a total shut down at the Million March venue in Hyderabad during a Anti-CAA protest. Thousands of protestors flocked to Dharna Chowk en masse around 2 pm for Hyderabad’s Million March protest against the CAA-NRC-NPR on 4th January 2019.,,APAC
Actual,1/5/2020,Venezuela (Bolivarian Republic of),"It affected locations in more than one state, province, or region",National ,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Other,To block session in the National Assembly ,Social media,https://www.elnacional.com/venezuela/cantv-bloquea-las-redes-sociales-para-censurar-sesion-de-la-asamblea-nacional/,Ended,1/5/2020,1,Unknown,,No,,,,,Yes,Yes,No,Yes,No,"Facebook Messenger, YouTube ",No,No,,No,,,No,Unknown,Unknown,,,No,,,,LAC
Actual,1/8/2020,Ethiopia,"It affected more than one city in the same state, province, or region",Oromia ,Shutdown,"Broadband, Mobile",Full network,Executive government,The National Security Counsel ,Conflict,Military operations in Oromia region ,News media article,"https://www.ethiopia-insight.com/2020/02/14/amid-blackout-western-oromia-plunges-deeper-into-chaos-and-confusion/, https://www.hrw.org/news/2020/03/09/ethiopia-communications-shutdown-takes-heavy-toll",Ended,3/31/2020,84,National security/ Counter-terrorism,,Yes,No,No,,,No,No,No,No,No,,Yes,Yes,Ethiopia: Ethio Telecom,,,,No,Yes,Yes,,,No,,,,Africa
Actual,1/15/2020,India,"It affected more than one city in the same state, province, or region",UT of Jammu and Kashmir,"Shutdown, Throttle",Mobile,Full network,State government,Principal Secretary to the Government of J&K ,Political instability,prevent terrorism and law and order situation,Other,http://www.jkhome.nic.in/pdf/03(TSTS)%202020.pdf,Ended,1/22/2020,8,Precautionary measure,"The Principal Secretary to the Government of J&K ordered, in all districts in the region but two (Ganderbal and Udhampur), a throttle of mobile services to ensure a cap of 2g speed on post-paid mobile and shut down of pre-paid mobile data if it does not fulfill the same conditions (identification) of post-paid mobile plans in order to preempt security and law in order situations related to the border and organizations labeled as ""terrorists"".",Yes,Yes,"The Principal Secretary to the Government of J&K ordered, in all districts in the region but two (Ganderbal and Udhampur), a throttle of mobile services to ensure a cap of 2g speed on post-paid mobile and shut down of pre-paid mobile data if it does not fulfill the same conditions (identification) of post-paid mobile plans in order to preempt security and law in order situations related to the border and organizations labeled as ""separatists"" and ""terrorists"".",,,No,No,No,No,No,,No,No,,Unknown,,,No,No,Unknown,,,No,,,,APAC
Actual,1/22/2020,Togo,"It affected locations in more than one state, province, or region",Nation wide ,Shutdown,Mobile,Full network,Executive government,,Unknown,,Social media,https://twitter.com/Farida_N/status/1220090684075659271?s=20,Ended,1/23/2020,2,Unknown,,No,,,,,No,No,No,No,No,,No,No,Togo: Togocel (Togo Com),No,,,No,Unknown,No,,,No,,NA,,Africa
Actual,1/25/2020,India,"It affected more than one city in the same state, province, or region",Kashmir Valley,Shutdown,Mobile,Full network,Local government,"Inspector General of Police, Kashmir zone",Religious holiday/anniversary,Prevent law and order situation during Republic Day,Other,http://jkhome.nic.in/G.O%20No.%2006(TSTS)%20of%202020%20dt.%2026.01.2020.pdf,Ended,1/26/2020,2,National security/ Counter-terrorism,"""security of the state and maintaining public order in view of the Republic Day""",Yes,Yes,"Yes. The Inspector general office of the Kashmir zone issued a mobile data, call and SMS shutdown order to prevent a law and order situation due to the Republic day. The order was later confirmed by the Principal Secretary of Government. Order - Home-06(TSTS) of 2020. ",http://jkhome.nic.in/G.O%20No.%2006(TSTS)%20of%202020%20dt.%2026.01.2020.pdf,,No,No,No,No,No,,Yes,Yes,,Unknown,,,No,Unknown,Unknown,,,Unknown,,"The Inspector general office of the Kashmir zone issued a mobile data, call and SMS services shutdown order to prevent a law and order situation due to the Republic day. The order was later confirmed by the Principal Secretary of Government. The internet shutdown lasted from 25 to 26 of Jan, while the shutdown of SMS and Call services was on the 26 of Jan.",,APAC
Actual,1/27/2020,India,"It only affected one city, county, or village",Anantnag,Shutdown,Mobile,Full network,Local government,"Inspector General of Police, Kashmir zone",Other,"Inspector General of Police, Kashmir zone",Other,http://jkhome.nic.in/G.O%20No.%2007(TSTS)%20of%202020%20dt.%2028.01.2020.pdf,Ended,1/28/2020,2,Precautionary measure,Mobile internet services were shut down to prevent a law and order situation during and after security forces operation in Anantnag.,Yes,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - Home-07(TSTS) of 2020.,http://jkhome.nic.in/G.O%20No.%2007(TSTS)%20of%202020%20dt.%2028.01.2020.pdf,,No,No,No,No,No,,No,No,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet services were shut down in Anantnag to prevent a law and order situation during and after security forces operation in Anantnag.,,APAC
Actual,1/30/2020,Yemen,"It affected locations in more than one state, province, or region",,Shutdown,"Broadband, Mobile",Full network,Executive government,Minister of Communications,Other,Conflict ,News media article,https://alkhabaralyemeni.net/2020/01/30/76799/,Unknown,,-43859,Unknown,,Yes,No,,,,No,No,No,No,No,,No,No,"Yemen: MTN, Yemen: Sabafon, Yemen: Y, Yemen: Yemen Mobile",Yes,https://alkhabaralyemeni.net/2020/01/30/76799/,,No,No,No,,,No,,,,MENA
Actual,1/31/2020,India,"It only affected one city, county, or village","Jabalpur, in Madhya Pradesh",Shutdown,Mobile,Full network,Local government,District magistrate,Protests,"Mobile internet services in Jabalpur city in Madhya Pradesh have been suspended as a “precautionary measure” to curb protests against the controversial Citizenship Amendment Act, Jabalpur deputy inspector general BS Chouhan told to MediaNama.",News media article,https://www.medianama.com/2020/01/223-internet-shutdown-jabalpur/,Ended,,-43860,Precautionary measure,,Yes,Unknown,,,,No,No,No,No,No,,No,No,,Yes,,"""Hi! As per instructions from Govt. authorities, internet services have been barred. Once the orders are lifted, our services will be fully up and running. We are sorry for the inconvenience caused and appreciate your cooperation.""",No,Unknown,Unknown,,,No,,Internet services were suspended in Jabalpur because of anti-CAA protests.,,APAC
Actual,2/3/2020,Myanmar,"It affected locations in more than one state, province, or region",five townships in Rakhine State,Shutdown,Mobile,Full network,Executive government,The Myanmar Ministry of Transport and Communications (MoTC) ,Conflict,"Myanmar Ministry of Transport and Communications reinstated the restrictions on February 3, 2020, the same day that the Arakan Army—a non-state ethnic army in Rakhine State—declared online that it would release evidence of mass graves of Muslims killed and buried by Myanmar armed forces in Rakhine State.",CSO KIO partners,https://www.fortifyrights.org/mya-inv-2020-03-26/; https://www.telenor.com/internet-services-restricted-in-five-townships-in-myanmar-03-february-2020/?fbclid=IwAR3vpbI7Fu-mdJhYU0UAa7p6W3gQEqW4RxouIwPShXRwWL4nz1dXi6KyCmI,Ended,2/3/2021,367,Public safety/ Quell unrest / Restore public order,"""As basis for its directive, the MoTC has referenced security requirements and public interest. """,Yes,Unknown,,,,No,No,No,No,No,,No,No,"Myanmar: all telcos, including Telenor, Myanmar Post and Telecommunication ",Yes,https://www.telenor.com/internet-services-restricted-in-five-townships-in-myanmar-03-february-2020/?fbclid=IwAR3vpbI7Fu-mdJhYU0UAa7p6W3gQEqW4RxouIwPShXRwWL4nz1dXi6KyCmI,"03.02.2020: The Myanmar Ministry of Transport and Communications (MoTC) has directed all mobile operators in Myanmar, including Telenor Myanmar, to again temporarily stop mobile Internet traffic in five townships in Rakhine and Chin States. The shutdown, which does not include voice and SMS services, went into effect 10.00 pm local time on the 3rd of February. Telenor Myanmar’s customers in the affected areas are being informed via SMS.",No,Unknown,Yes,Ethnic minorities,,Unknown,,"Myanmar has had among the most prolonged internet shutdowns since 2019 in nine townships of Rakhine and Chin States. The internet blackout prevents people from getting informed, protecting themselves and their loved ones, and stopping the spread of the virus throughout their communities. ",https://www.accessnow.org/keepiton-internet-shutdowns-during-covid-19-will-help-spread-the-virus/,APAC
Actual,2/8/2020,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",National ,Shutdown,"Broadband, Mobile",Full network,Executive government,ICT Ministry ,Unknown,Cyber attack ,Social media,https://twitter.com/KhosroKalbasi/status/1226084817965604865,Ended,2/8/2020,1,Other,Cyberattack ,Yes,No,,https://twitter.com/sadjadb/status/1226082010936074240,,No,No,No,No,No,,No,No,"Iran: MCI (TCI), Iran: MTCE, Iran: MTN Irancell, Iran: Rightel (Tamin Telecom), Iran: Taliya, Iran: TKC",No,,,No,No,No,,,No,,,,MENA
